asv,sample,counts,presence,local,type,species,taxa
ASV_17,POLLENSDBP1,0,0,BP,POLLEN,SD,Floricoccus
ASV_60,LARVAESDSC1,35,0,SC,LARVAE,SD,Enterobacterales
ASV_62,FORAGERSBBP3,0,0,BP,FORAGER,SB,Acinetobacter
ASV_439,NURSESDSC1,579,0,SC,NURSE,SD,Bifidobacteriaceae
ASV_30,LARVAE1SDBP2,0,0,BP,LARVAE,SD,Klebsiella
ASV_83,POLLENSDBP2,0,0,BP,POLLEN,SD,Corynebacterium
ASV_76,NURSESBBG2,0,0,BG,NURSE,SB,Sphingobacterium
ASV_439,NURSESBBG2,2000,0,BG,NURSE,SB,Bifidobacteriaceae
ASV_14,POLLENSDBP1,143,1,BP,POLLEN,SD,Raoultella
ASV_85,HONEYSBBG2,0,0,BG,HONEY,SB,Tyzzerella
ASV_17,HONEYSBBG2,8,1,BG,HONEY,SB,Floricoccus
ASV_96,FOODSDBP1,0,0,BP,FOOD,SD,Micrococcaceae
ASV_62,FORAGERSDBP2,8,1,BP,FORAGER,SD,Acinetobacter
ASV_55,FORAGERSBBP4,755,0,BP,FORAGER,SB,Bombilactobacillus
ASV_44,LARVAESBSC2,262,0,SC,LARVAE,SB,Erysipelatoclostridium
ASV_543,FOODSDSC1,0,0,SC,FOOD,SD,Taibaiella
ASV_30,NURSESDBP2,0,0,BP,NURSE,SD,Klebsiella
ASV_60,FOODSDBP2,26,0,BP,FOOD,SD,Enterobacterales
ASV_85,POLLENSBBP3,0,0,BP,POLLEN,SB,Tyzzerella
ASV_62,GUARDSDBG1,46,0,BG,GUARD,SD,Acinetobacter
ASV_71,LARVAESBBP2,0,0,BP,LARVAE,SB,Weissella
ASV_62,FORAGERSBSC1,5,0,SC,FORAGER,SB,Acinetobacter
ASV_60,NURSESDSC2,0,0,SC,NURSE,SD,Enterobacterales
ASV_86,FOODSDSC2,293,1,SC,FOOD,SD,Acetobacteraceae
ASV_30,POLLENSDBG2,0,0,BG,POLLEN,SD,Klebsiella
ASV_17,HONEYSBSC1,5,1,SC,HONEY,SB,Floricoccus
ASV_439,HONEYSBSC1,0,0,SC,HONEY,SB,Bifidobacteriaceae
ASV_55,FOODSDSC2,0,0,SC,FOOD,SD,Bombilactobacillus
ASV_96,NURSESDSC2,0,0,SC,NURSE,SD,Micrococcaceae
ASV_96,HONEYSDSC1,758,1,SC,HONEY,SD,Micrococcaceae
ASV_83,NURSESDBP1,0,0,BP,NURSE,SD,Corynebacterium
ASV_86,GUARDSBBP3,0,0,BP,GUARD,SB,Acetobacteraceae
ASV_93,NURSESDBP1,801,0,BP,NURSE,SD,Lactobacillus
ASV_17,POLLENSBBP3,22,1,BP,POLLEN,SB,Floricoccus
ASV_484,HONEYSDBP1,0,0,BP,HONEY,SD,Bifidobacterium
ASV_86,HONEYSBBG2,4,0,BG,HONEY,SB,Acetobacteraceae
ASV_55,GUARDSDSC2,788,1,SC,GUARD,SD,Bombilactobacillus
ASV_17,HONEYSDBG1,7,1,BG,HONEY,SD,Floricoccus
ASV_71,HONEYSDBG1,0,0,BG,HONEY,SD,Weissella
ASV_99,HONEYSBBP3,21439,0,BP,HONEY,SB,Lactobacillaceae
ASV_439,FORAGERSBBG1,827,0,BG,FORAGER,SB,Bifidobacteriaceae
ASV_543,FOODSDBP2,0,0,BP,FOOD,SD,Taibaiella
ASV_44,POLLENSDSC2,0,0,SC,POLLEN,SD,Erysipelatoclostridium
ASV_96,FOODSDBP2,0,0,BP,FOOD,SD,Micrococcaceae
ASV_44,NURSESBBP3,0,0,BP,NURSE,SB,Erysipelatoclostridium
ASV_71,GUARDSBBP3,44,1,BP,GUARD,SB,Weissella
ASV_44,NURSESBSC1,0,0,SC,NURSE,SB,Erysipelatoclostridium
ASV_60,LARVAESBSC2,0,0,SC,LARVAE,SB,Enterobacterales
ASV_44,LARVAE1SDBP4,520,0,BP,LARVAE,SD,Erysipelatoclostridium
ASV_85,FOODSBSC2,0,0,SC,FOOD,SB,Tyzzerella
ASV_60,NURSESDBG2,0,0,BG,NURSE,SD,Enterobacterales
ASV_62,GUARDSDSC2,137,0,SC,GUARD,SD,Acinetobacter
ASV_17,POLLENSDBP2,0,0,BP,POLLEN,SD,Floricoccus
ASV_543,HONEYSDSC2,0,0,SC,HONEY,SD,Taibaiella
ASV_12,NURSESBBG2,0,0,BG,NURSE,SB,Pectinatus
ASV_85,FORAGERSDBG1,0,0,BG,FORAGER,SD,Tyzzerella
ASV_76,POLLENSDBP2,0,0,BP,POLLEN,SD,Sphingobacterium
ASV_60,FOODSBBP3,0,0,BP,FOOD,SB,Enterobacterales
ASV_96,HONEYSDSC2,0,0,SC,HONEY,SD,Micrococcaceae
ASV_484,FORAGERSDSC2,133,0,SC,FORAGER,SD,Bifidobacterium
ASV_484,FORAGERSBBP3,168,0,BP,FORAGER,SB,Bifidobacterium
ASV_14,LARVAE1SBBP4,0,0,BP,LARVAE,SB,Raoultella
ASV_44,POLLENSBBP2,12,0,BP,POLLEN,SB,Erysipelatoclostridium
ASV_484,NURSESBBP4,0,0,BP,NURSE,SB,Bifidobacterium
ASV_14,FOODSDBP1,0,0,BP,FOOD,SD,Raoultella
ASV_76,FORAGERSDBP1,0,0,BP,FORAGER,SD,Sphingobacterium
ASV_96,GUARDSBSC1,10,0,SC,GUARD,SB,Micrococcaceae
ASV_543,FORAGERSDBP1,0,0,BP,FORAGER,SD,Taibaiella
ASV_62,NURSESDBP1,0,0,BP,NURSE,SD,Acinetobacter
ASV_14,NURSESBBP4,0,0,BP,NURSE,SB,Raoultella
ASV_85,FOODSBBP3,0,0,BP,FOOD,SB,Tyzzerella
ASV_14,HONEYSDSC1,2665,1,SC,HONEY,SD,Raoultella
ASV_12,LARVAESDSC1,0,0,SC,LARVAE,SD,Pectinatus
ASV_76,HONEYSDSC1,165,1,SC,HONEY,SD,Sphingobacterium
ASV_30,HONEYSBBG2,0,0,BG,HONEY,SB,Klebsiella
ASV_85,FORAGERSBSC1,0,0,SC,FORAGER,SB,Tyzzerella
ASV_12,POLLENSDBP1,0,0,BP,POLLEN,SD,Pectinatus
ASV_17,HONEYSBSC2,144,1,SC,HONEY,SB,Floricoccus
ASV_17,HONEYSDBG2,0,0,BG,HONEY,SD,Floricoccus
ASV_55,HONEYSDBG2,21,0,BG,HONEY,SD,Bombilactobacillus
ASV_44,FORAGERSBBG2,0,0,BG,FORAGER,SB,Erysipelatoclostridium
ASV_484,LARVAESBSC2,0,0,SC,LARVAE,SB,Bifidobacterium
ASV_99,FOODSBSC1,17570,0,SC,FOOD,SB,Lactobacillaceae
ASV_30,POLLENSBBP3,53,1,BP,POLLEN,SB,Klebsiella
ASV_55,POLLENSBBP2,0,0,BP,POLLEN,SB,Bombilactobacillus
ASV_439,NURSESDSC2,0,0,SC,NURSE,SD,Bifidobacteriaceae
ASV_60,LARVAE1SDBP2,0,0,BP,LARVAE,SD,Enterobacterales
ASV_71,NURSESBSC1,0,0,SC,NURSE,SB,Weissella
ASV_76,POLLENSBBP3,6,1,BP,POLLEN,SB,Sphingobacterium
ASV_96,FORAGERSBBG1,0,0,BG,FORAGER,SB,Micrococcaceae
ASV_71,NURSESDBP1,12,0,BP,NURSE,SD,Weissella
ASV_17,HONEYSDSC1,343,1,SC,HONEY,SD,Floricoccus
ASV_99,LARVAE2SBBP4,19547,0,BP,LARVAE,SB,Lactobacillaceae
ASV_83,FORAGERSBBG2,0,0,BG,FORAGER,SB,Corynebacterium
ASV_99,FOODSBBP4,26610,0,BP,FOOD,SB,Lactobacillaceae
ASV_439,HONEYSBSC2,51,0,SC,HONEY,SB,Bifidobacteriaceae
ASV_86,NURSESBSC1,258,1,SC,NURSE,SB,Acetobacteraceae
ASV_76,HONEYSDBG1,0,0,BG,HONEY,SD,Sphingobacterium
ASV_96,GUARDSBSC2,16,0,SC,GUARD,SB,Micrococcaceae
ASV_99,NURSESDBP1,20097,0,BP,NURSE,SD,Lactobacillaceae
ASV_55,FOODSBSC1,0,0,SC,FOOD,SB,Bombilactobacillus
ASV_85,HONEYSBBP4,0,0,BP,HONEY,SB,Tyzzerella
ASV_93,POLLENSDSC1,0,0,SC,POLLEN,SD,Lactobacillus
ASV_439,POLLENSDBG1,0,0,BG,POLLEN,SD,Bifidobacteriaceae
ASV_44,FOODSBBP4,0,0,BP,FOOD,SB,Erysipelatoclostridium
ASV_44,FOODSBSC2,0,0,SC,FOOD,SB,Erysipelatoclostridium
ASV_71,FORAGERSDSC2,0,0,SC,FORAGER,SD,Weissella
ASV_30,FOODSBSC2,0,0,SC,FOOD,SB,Klebsiella
ASV_76,HONEYSBSC2,11,0,SC,HONEY,SB,Sphingobacterium
ASV_86,NURSESBBP4,305,0,BP,NURSE,SB,Acetobacteraceae
ASV_44,NURSESDBP1,0,0,BP,NURSE,SD,Erysipelatoclostridium
ASV_30,FORAGERSDBG1,0,0,BG,FORAGER,SD,Klebsiella
ASV_439,FORAGERSBBG2,767,0,BG,FORAGER,SB,Bifidobacteriaceae
ASV_543,NURSESBBG2,0,0,BG,NURSE,SB,Taibaiella
ASV_71,FOODSBBP3,4,0,BP,FOOD,SB,Weissella
ASV_55,GUARDSBSC1,2136,0,SC,GUARD,SB,Bombilactobacillus
ASV_85,NURSESDBP1,0,0,BP,NURSE,SD,Tyzzerella
ASV_85,FORAGERSDSC2,0,0,SC,FORAGER,SD,Tyzzerella
ASV_71,HONEYSDBG2,15,0,BG,HONEY,SD,Weissella
ASV_484,FOODSDSC2,0,0,SC,FOOD,SD,Bifidobacterium
ASV_86,NURSESBBG1,578,0,BG,NURSE,SB,Acetobacteraceae
ASV_17,LARVAE1SDBP2,0,0,BP,LARVAE,SD,Floricoccus
ASV_96,FORAGERSBBG2,0,0,BG,FORAGER,SB,Micrococcaceae
ASV_484,FOODSBBP3,0,0,BP,FOOD,SB,Bifidobacterium
ASV_14,GUARDSBSC2,0,0,SC,GUARD,SB,Raoultella
ASV_12,LARVAE1SBBP4,0,0,BP,LARVAE,SB,Pectinatus
ASV_44,HONEYSBBG1,0,0,BG,HONEY,SB,Erysipelatoclostridium
ASV_85,POLLENSDBG1,0,0,BG,POLLEN,SD,Tyzzerella
ASV_12,FOODSDBP1,0,0,BP,FOOD,SD,Pectinatus
ASV_83,GUARDSBSC2,0,0,SC,GUARD,SB,Corynebacterium
ASV_30,FOODSBBP3,0,0,BP,FOOD,SB,Klebsiella
ASV_83,NURSESBSC2,0,0,SC,NURSE,SB,Corynebacterium
ASV_71,POLLENSDBP1,0,0,BP,POLLEN,SD,Weissella
ASV_484,HONEYSBSC2,14,0,SC,HONEY,SB,Bifidobacterium
ASV_76,HONEYSBBG2,0,0,BG,HONEY,SB,Sphingobacterium
ASV_439,HONEYSDBP1,6,0,BP,HONEY,SD,Bifidobacteriaceae
ASV_30,FORAGERSBSC1,0,0,SC,FORAGER,SB,Klebsiella
ASV_543,LARVAESDSC1,0,0,SC,LARVAE,SD,Taibaiella
ASV_12,HONEYSDSC1,0,0,SC,HONEY,SD,Pectinatus
ASV_14,NURSESBBG1,5,1,BG,NURSE,SB,Raoultella
ASV_60,FORAGERSDBP2,3349,1,BP,FORAGER,SD,Enterobacterales
ASV_76,FOODSDSC2,0,0,SC,FOOD,SD,Sphingobacterium
ASV_17,HONEYSDSC2,20,1,SC,HONEY,SD,Floricoccus
ASV_83,FORAGERSBSC1,0,0,SC,FORAGER,SB,Corynebacterium
ASV_543,POLLENSDBP1,0,0,BP,POLLEN,SD,Taibaiella
ASV_12,NURSESBBP4,0,0,BP,NURSE,SB,Pectinatus
ASV_439,LARVAESBSC2,0,0,SC,LARVAE,SB,Bifidobacteriaceae
ASV_76,GUARDSBBP3,51,1,BP,GUARD,SB,Sphingobacterium
ASV_62,POLLENSDSC1,19,0,SC,POLLEN,SD,Acinetobacter
ASV_93,FORAGERSBBG2,2091,0,BG,FORAGER,SB,Lactobacillus
ASV_484,POLLENSDBP2,12,0,BP,POLLEN,SD,Bifidobacterium
ASV_55,NURSESDBG1,305,1,BG,NURSE,SD,Bombilactobacillus
ASV_86,FORAGERSDSC2,100,1,SC,FORAGER,SD,Acetobacteraceae
ASV_60,HONEYSDSC2,25,0,SC,HONEY,SD,Enterobacterales
ASV_93,FOODSBBP4,0,0,BP,FOOD,SB,Lactobacillus
ASV_55,POLLENSBBP3,4,0,BP,POLLEN,SB,Bombilactobacillus
ASV_55,HONEYSBBG1,9,0,BG,HONEY,SB,Bombilactobacillus
ASV_99,POLLENSDSC1,15137,0,SC,POLLEN,SD,Lactobacillaceae
ASV_17,LARVAE1SBBP4,4,1,BP,LARVAE,SB,Floricoccus
ASV_439,FOODSBBP3,0,0,BP,FOOD,SB,Bifidobacteriaceae
ASV_83,HONEYSDSC2,7,0,SC,HONEY,SD,Corynebacterium
ASV_14,GUARDSBBP3,0,0,BP,GUARD,SB,Raoultella
ASV_83,HONEYSBBP3,158,1,BP,HONEY,SB,Corynebacterium
ASV_93,FORAGERSDBG1,4980,0,BG,FORAGER,SD,Lactobacillus
ASV_83,FOODSBBG2,0,0,BG,FOOD,SB,Corynebacterium
ASV_439,NURSESBSC1,513,0,SC,NURSE,SB,Bifidobacteriaceae
ASV_99,LARVAE1SBBP4,17362,0,BP,LARVAE,SB,Lactobacillaceae
ASV_71,NURSESBSC2,6,0,SC,NURSE,SB,Weissella
ASV_71,NURSESDBP2,0,0,BP,NURSE,SD,Weissella
ASV_484,NURSESDBP1,42,0,BP,NURSE,SD,Bifidobacterium
ASV_93,HONEYSBBP3,48,0,BP,HONEY,SB,Lactobacillus
ASV_93,FOODSBSC2,0,0,SC,FOOD,SB,Lactobacillus
ASV_96,POLLENSBBP2,0,0,BP,POLLEN,SB,Micrococcaceae
ASV_86,POLLENSDBP1,33,0,BP,POLLEN,SD,Acetobacteraceae
ASV_30,HONEYSBBP4,0,0,BP,HONEY,SB,Klebsiella
ASV_85,HONEYSBBG1,0,0,BG,HONEY,SB,Tyzzerella
ASV_44,FORAGERSDSC2,0,0,SC,FORAGER,SD,Erysipelatoclostridium
ASV_439,GUARDSBBP3,1678,0,BP,GUARD,SB,Bifidobacteriaceae
ASV_85,LARVAESBSC2,796,1,SC,LARVAE,SB,Tyzzerella
ASV_30,NURSESDBP1,0,0,BP,NURSE,SD,Klebsiella
ASV_93,FOODSDSC1,0,0,SC,FOOD,SD,Lactobacillus
ASV_83,POLLENSDBG1,2,0,BG,POLLEN,SD,Corynebacterium
ASV_30,FORAGERSDSC2,0,0,SC,FORAGER,SD,Klebsiella
ASV_86,FORAGERSDBG2,102,1,BG,FORAGER,SD,Acetobacteraceae
ASV_85,POLLENSBBP2,0,0,BP,POLLEN,SB,Tyzzerella
ASV_14,NURSESDBG2,0,0,BG,NURSE,SD,Raoultella
ASV_60,FORAGERSBBP3,9,0,BP,FORAGER,SB,Enterobacterales
ASV_60,HONEYSDBG2,99,0,BG,HONEY,SD,Enterobacterales
ASV_44,FOODSDBP2,0,0,BP,FOOD,SD,Erysipelatoclostridium
ASV_85,FOODSDBG1,0,0,BG,FOOD,SD,Tyzzerella
ASV_96,FOODSBSC1,0,0,SC,FOOD,SB,Micrococcaceae
ASV_30,POLLENSDBG1,0,0,BG,POLLEN,SD,Klebsiella
ASV_93,FORAGERSDSC2,1530,0,SC,FORAGER,SD,Lactobacillus
ASV_96,NURSESDBG1,0,0,BG,NURSE,SD,Micrococcaceae
ASV_55,FOODSBSC2,0,0,SC,FOOD,SB,Bombilactobacillus
ASV_99,POLLENSDBG1,21486,0,BG,POLLEN,SD,Lactobacillaceae
ASV_439,POLLENSDBG2,0,0,BG,POLLEN,SD,Bifidobacteriaceae
ASV_85,POLLENSDSC2,0,0,SC,POLLEN,SD,Tyzzerella
ASV_93,HONEYSBSC1,0,0,SC,HONEY,SB,Lactobacillus
ASV_62,FOODSBBP4,10,0,BP,FOOD,SB,Acinetobacter
ASV_17,GUARDSBBP3,38,1,BP,GUARD,SB,Floricoccus
ASV_543,LARVAE1SBBP4,0,0,BP,LARVAE,SB,Taibaiella
ASV_62,FORAGERSBBG2,0,0,BG,FORAGER,SB,Acinetobacter
ASV_439,FORAGERSDSC2,366,0,SC,FORAGER,SD,Bifidobacteriaceae
ASV_71,FOODSBBP4,0,0,BP,FOOD,SB,Weissella
ASV_543,FOODSDBP1,0,0,BP,FOOD,SD,Taibaiella
ASV_96,POLLENSBBP3,14,0,BP,POLLEN,SB,Micrococcaceae
ASV_55,GUARDSBSC2,130,0,SC,GUARD,SB,Bombilactobacillus
ASV_62,FORAGERSDBG1,7,0,BG,FORAGER,SD,Acinetobacter
ASV_14,NURSESBSC2,15,1,SC,NURSE,SB,Raoultella
ASV_12,GUARDSBSC2,0,0,SC,GUARD,SB,Pectinatus
ASV_99,FORAGERSBSC1,25309,0,SC,FORAGER,SB,Lactobacillaceae
ASV_85,FOODSBSC1,0,0,SC,FOOD,SB,Tyzzerella
ASV_86,POLLENSBBP2,1103,0,BP,POLLEN,SB,Acetobacteraceae
ASV_62,FOODSBSC2,0,0,SC,FOOD,SB,Acinetobacter
ASV_44,GUARDSBSC2,0,0,SC,GUARD,SB,Erysipelatoclostridium
ASV_543,HONEYSDSC1,53,0,SC,HONEY,SD,Taibaiella
ASV_60,GUARDSBSC1,0,0,SC,GUARD,SB,Enterobacterales
ASV_12,NURSESBBG1,526,1,BG,NURSE,SB,Pectinatus
ASV_93,NURSESBBG1,1697,1,BG,NURSE,SB,Lactobacillus
ASV_96,FOODSBSC2,0,0,SC,FOOD,SB,Micrococcaceae
ASV_83,FOODSBSC1,0,0,SC,FOOD,SB,Corynebacterium
ASV_543,NURSESBBP4,0,0,BP,NURSE,SB,Taibaiella
ASV_96,HONEYSDBG1,0,0,BG,HONEY,SD,Micrococcaceae
ASV_99,GUARDSDSC1,137,0,SC,GUARD,SD,Lactobacillaceae
ASV_76,NURSESBSC1,0,0,SC,NURSE,SB,Sphingobacterium
ASV_62,HONEYSBBP3,298,1,BP,HONEY,SB,Acinetobacter
ASV_93,NURSESBBP4,0,0,BP,NURSE,SB,Lactobacillus
ASV_85,HONEYSDBG2,4,0,BG,HONEY,SD,Tyzzerella
ASV_55,NURSESDBG2,102,1,BG,NURSE,SD,Bombilactobacillus
ASV_44,HONEYSDSC1,0,0,SC,HONEY,SD,Erysipelatoclostridium
ASV_99,FORAGERSBBP4,11478,0,BP,FORAGER,SB,Lactobacillaceae
ASV_85,LARVAE2SBBP4,1763,1,BP,LARVAE,SB,Tyzzerella
ASV_96,NURSESDBG2,0,0,BG,NURSE,SD,Micrococcaceae
ASV_17,LARVAE1SDBP4,0,0,BP,LARVAE,SD,Floricoccus
ASV_62,FOODSDSC1,0,0,SC,FOOD,SD,Acinetobacter
ASV_71,POLLENSDBP2,0,0,BP,POLLEN,SD,Weissella
ASV_484,FORAGERSBBG2,573,0,BG,FORAGER,SB,Bifidobacterium
ASV_14,NURSESBBP3,0,0,BP,NURSE,SB,Raoultella
ASV_55,FOODSDBP1,0,0,BP,FOOD,SD,Bombilactobacillus
ASV_12,GUARDSBBP3,8,1,BP,GUARD,SB,Pectinatus
ASV_76,NURSESBBP4,0,0,BP,NURSE,SB,Sphingobacterium
ASV_62,HONEYSBSC1,358,0,SC,HONEY,SB,Acinetobacter
ASV_93,LARVAESBBP2,0,0,BP,LARVAE,SB,Lactobacillus
ASV_62,FORAGERSDSC2,0,0,SC,FORAGER,SD,Acinetobacter
ASV_99,FORAGERSBBG1,10051,0,BG,FORAGER,SB,Lactobacillaceae
ASV_30,HONEYSBBG1,0,0,BG,HONEY,SB,Klebsiella
ASV_99,HONEYSDBP1,71268,0,BP,HONEY,SD,Lactobacillaceae
ASV_55,HONEYSDSC1,539,1,SC,HONEY,SD,Bombilactobacillus
ASV_30,LARVAESBSC2,0,0,SC,LARVAE,SB,Klebsiella
ASV_55,HONEYSBBG2,0,0,BG,HONEY,SB,Bombilactobacillus
ASV_86,HONEYSBSC1,11,0,SC,HONEY,SB,Acetobacteraceae
ASV_439,FOODSBBP4,0,0,BP,FOOD,SB,Bifidobacteriaceae
ASV_93,LARVAE1SBBP4,0,0,BP,LARVAE,SB,Lactobacillus
ASV_93,NURSESBSC2,284,0,SC,NURSE,SB,Lactobacillus
ASV_30,POLLENSBBP2,0,0,BP,POLLEN,SB,Klebsiella
ASV_85,HONEYSBSC2,0,0,SC,HONEY,SB,Tyzzerella
ASV_96,HONEYSDBG2,11,0,BG,HONEY,SD,Micrococcaceae
ASV_99,GUARDSDBG1,225,0,BG,GUARD,SD,Lactobacillaceae
ASV_76,NURSESBBG1,0,0,BG,NURSE,SB,Sphingobacterium
ASV_30,FOODSDBG1,0,0,BG,FOOD,SD,Klebsiella
ASV_83,FORAGERSDBG2,0,0,BG,FORAGER,SD,Corynebacterium
ASV_439,NURSESBSC2,107,0,SC,NURSE,SB,Bifidobacteriaceae
ASV_12,NURSESDBG2,0,0,BG,NURSE,SD,Pectinatus
ASV_93,NURSESDSC1,1565,0,SC,NURSE,SD,Lactobacillus
ASV_62,NURSESBBG1,2,0,BG,NURSE,SB,Acinetobacter
ASV_99,GUARDSBSC2,29,0,SC,GUARD,SB,Lactobacillaceae
ASV_85,FOODSDSC2,0,0,SC,FOOD,SD,Tyzzerella
ASV_60,FOODSDBP1,3,0,BP,FOOD,SD,Enterobacterales
ASV_86,HONEYSBBP4,18,0,BP,HONEY,SB,Acetobacteraceae
ASV_30,POLLENSDSC2,0,0,SC,POLLEN,SD,Klebsiella
ASV_14,HONEYSDBP1,1181,1,BP,HONEY,SD,Raoultella
ASV_62,NURSESBBP4,3,0,BP,NURSE,SB,Acinetobacter
ASV_60,NURSESDSC1,0,0,SC,NURSE,SD,Enterobacterales
ASV_55,FORAGERSDBG1,672,1,BG,FORAGER,SD,Bombilactobacillus
ASV_86,FOODSDSC1,51,0,SC,FOOD,SD,Acetobacteraceae
ASV_14,GUARDSDBG1,8,1,BG,GUARD,SD,Raoultella
ASV_14,LARVAE1SDBP4,0,0,BP,LARVAE,SD,Raoultella
ASV_85,HONEYSBBP3,0,0,BP,HONEY,SB,Tyzzerella
ASV_86,HONEYSBBG1,6,0,BG,HONEY,SB,Acetobacteraceae
ASV_484,NURSESBSC2,0,0,SC,NURSE,SB,Bifidobacterium
ASV_76,FORAGERSDSC2,0,0,SC,FORAGER,SD,Sphingobacterium
ASV_30,FOODSBSC1,0,0,SC,FOOD,SB,Klebsiella
ASV_96,LARVAE2SBBP4,0,0,BP,LARVAE,SB,Micrococcaceae
ASV_44,NURSESDBG2,10,0,BG,NURSE,SD,Erysipelatoclostridium
ASV_30,HONEYSDBG2,72,1,BG,HONEY,SD,Klebsiella
ASV_12,NURSESBSC2,0,0,SC,NURSE,SB,Pectinatus
ASV_484,GUARDSBSC2,889,0,SC,GUARD,SB,Bifidobacterium
ASV_62,LARVAESBBP2,0,0,BP,LARVAE,SB,Acinetobacter
ASV_543,GUARDSBSC2,8,0,SC,GUARD,SB,Taibaiella
ASV_93,POLLENSDBG2,0,0,BG,POLLEN,SD,Lactobacillus
ASV_484,FORAGERSBSC1,338,0,SC,FORAGER,SB,Bifidobacterium
ASV_30,LARVAE2SBBP4,0,0,BP,LARVAE,SB,Klebsiella
ASV_543,NURSESBBG1,0,0,BG,NURSE,SB,Taibaiella
ASV_62,LARVAE1SBBP4,0,0,BP,LARVAE,SB,Acinetobacter
ASV_62,NURSESBSC2,3,0,SC,NURSE,SB,Acinetobacter
ASV_439,NURSESDBP1,310,0,BP,NURSE,SD,Bifidobacteriaceae
ASV_439,FORAGERSBSC1,1351,0,SC,FORAGER,SB,Bifidobacteriaceae
ASV_60,NURSESDBG1,0,0,BG,NURSE,SD,Enterobacterales
ASV_55,LARVAESDSC1,0,0,SC,LARVAE,SD,Bombilactobacillus
ASV_14,GUARDSBSC1,23,1,SC,GUARD,SB,Raoultella
ASV_76,FORAGERSDBG2,0,0,BG,FORAGER,SD,Sphingobacterium
ASV_62,NURSESDSC1,42,0,SC,NURSE,SD,Acinetobacter
ASV_83,NURSESDSC2,0,0,SC,NURSE,SD,Corynebacterium
ASV_86,FOODSDBG1,17,0,BG,FOOD,SD,Acetobacteraceae
ASV_76,POLLENSDBP1,0,0,BP,POLLEN,SD,Sphingobacterium
ASV_44,POLLENSDBG1,4,0,BG,POLLEN,SD,Erysipelatoclostridium
ASV_83,NURSESBBP3,0,0,BP,NURSE,SB,Corynebacterium
ASV_484,HONEYSDSC2,0,0,SC,HONEY,SD,Bifidobacterium
ASV_71,HONEYSDSC1,413,1,SC,HONEY,SD,Weissella
ASV_83,GUARDSDSC2,374,1,SC,GUARD,SD,Corynebacterium
ASV_99,LARVAESDSC1,4385,0,SC,LARVAE,SD,Lactobacillaceae
ASV_484,HONEYSBBP3,22,0,BP,HONEY,SB,Bifidobacterium
ASV_60,NURSESBSC2,0,0,SC,NURSE,SB,Enterobacterales
ASV_83,GUARDSBBP3,0,0,BP,GUARD,SB,Corynebacterium
ASV_96,FORAGERSBBP3,0,0,BP,FORAGER,SB,Micrococcaceae
ASV_99,FOODSDBP2,46724,0,BP,FOOD,SD,Lactobacillaceae
ASV_484,FOODSBBG2,0,0,BG,FOOD,SB,Bifidobacterium
ASV_83,LARVAE1SDBP2,0,0,BP,LARVAE,SD,Corynebacterium
ASV_30,HONEYSBSC2,0,0,SC,HONEY,SB,Klebsiella
ASV_543,GUARDSBBP3,81,1,BP,GUARD,SB,Taibaiella
ASV_86,FOODSBSC2,109,0,SC,FOOD,SB,Acetobacteraceae
ASV_55,FOODSDBP2,11,0,BP,FOOD,SD,Bombilactobacillus
